Completed Date,Task Title,Project Title
2022-01-22 18:15:56+00:00,Make bed,Life
2022-01-22 18:16:02+00:00,Take Out Trash,Life
2022-01-22 18:22:24+00:00,Clean Litter Box,Life
2022-01-22 18:44:22+00:00,Do Laundry,Life
2022-01-22 18:44:24+00:00,Clean Litter Box,Life
2022-01-22 18:44:33+00:00,Do Dishes,Life
2022-01-22 22:05:58+00:00,Read Ahmed (2012),Diversity and Equity
2022-01-22 22:06:00+00:00,Complete Discussion Post every week,Diversity and Equity
2022-01-22 22:06:14+00:00,Diversity and Equity Reflective Biography,Diversity and Equity
2022-01-23 16:17:55+00:00,Track Writing Time,EED
2022-01-23 18:44:38+00:00,Reach out to one person,Teaching
2022-01-23 19:07:36+00:00,Do Duolingo,Life
2022-01-23 22:42:03+00:00,Make Slides for Class,Teaching
2022-01-24 15:36:06+00:00,Schedule Article,The Renegade Coder
2022-01-24 18:33:59+00:00,Make bed,Life
2022-01-24 21:18:52+00:00,Make Slides for Class,Teaching
2022-01-24 23:54:57+00:00,Select writing goals,EED
2022-01-24 23:55:09+00:00,Write for Dissertation,EED
2022-01-25 01:03:14+00:00,Do Duolingo,Life
2022-01-25 21:24:09+00:00,Exercise,Life
2022-01-25 21:26:50+00:00,Make bed,Life
2022-01-25 21:26:52+00:00,Write for Dissertation,EED
2022-01-26 02:46:01+00:00,Do Duolingo,Life
2022-01-26 19:12:22+00:00,Exercise,Life
2022-01-26 19:15:51+00:00,Do Duolingo,Life
2022-01-26 19:15:55+00:00,Make bed,Life
2022-01-28 01:55:01+00:00,Exercise,Life
2022-01-28 01:55:03+00:00,Make bed,Life
2022-01-28 01:55:05+00:00,Vacuum,Life
2022-01-28 15:04:12+00:00,Do Laundry,Life
2022-01-28 15:04:21+00:00,Complete Major Assignment 3,Ethnography
2022-01-29 15:50:38+00:00,Make bed,Life
2022-01-29 16:04:07+00:00,Clean Litter Box,Life
2022-01-29 16:13:34+00:00,Do Laundry,Life
2022-01-29 16:18:55+00:00,Do Dishes,Life
2022-01-29 17:18:34+00:00,Do Duolingo,Life
2022-01-29 19:47:36+00:00,Read Tuck & Yang (2018),Diversity and Equity
2022-01-29 20:58:48+00:00,Do Duolingo,Life
2022-01-29 21:00:45+00:00,Do Duolingo,Life
2022-01-29 21:01:03+00:00,Complete Discussion Post every week,Diversity and Equity
2022-01-29 23:23:51+00:00,Read FN Chapter 3,Ethnography
2022-01-30 16:37:39+00:00,Stat Lab 2,Educational Statistics
2022-01-30 16:39:30+00:00,Do Duolingo,Life
2022-01-30 17:09:17+00:00,Take Out Trash,Life
2022-01-30 22:08:47+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-01-31 15:25:46+00:00,Schedule Article,The Renegade Coder
2022-01-31 16:39:16+00:00,Update Newsletter,The Renegade Coder
2022-01-31 16:41:08+00:00,Do Duolingo,Life
2022-01-31 16:42:31+00:00,Make bed,Life
2022-01-31 16:46:53+00:00,Track Writing Time,EED
2022-01-31 16:46:56+00:00,Select writing goals,EED
2022-01-31 16:50:02+00:00,Do Laundry,Life
2022-01-31 21:27:22+00:00,Make Slides for Class,Teaching
2022-01-31 23:10:30+00:00,Make Slides for Class,Teaching
2022-02-02 15:14:20+00:00,Wish Mom a Happy Birthday,Life
2022-02-02 15:14:22+00:00,Write for Dissertation,EED
2022-02-02 21:37:26+00:00,Exercise,Life
2022-02-02 22:21:28+00:00,Complete Minor Assignment 4,Ethnography
2022-02-03 16:10:05+00:00,Write Letter of Recommendation,Teaching
2022-02-03 16:17:45+00:00,Make bed,Life
2022-02-03 16:20:07+00:00,Do Duolingo,Life
2022-02-03 16:24:19+00:00,Do Dishes,Life
2022-02-03 17:09:56+00:00,Take Out Trash,Life
2022-02-03 17:09:57+00:00,Vacuum,Life
2022-02-03 17:09:59+00:00,Clean Litter Box,Life
2022-02-03 19:13:05+00:00,Prepare BERG Stuff,EED
2022-02-03 20:35:16+00:00,Add Stuff to Critical Race Theory Folder,Diversity and Equity
2022-02-04 15:52:59+00:00,Make bed,Life
2022-02-04 15:53:00+00:00,Do Laundry,Life
2022-02-04 15:53:01+00:00,Do Dishes,Life
2022-02-04 22:32:15+00:00,Get drugs,Inbox
2022-02-06 19:56:49+00:00,Do Duolingo,Life
2022-02-06 19:56:55+00:00,Exercise,Life
2022-02-06 19:57:03+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-02-06 23:26:52+00:00,Take Out Trash,Life
2022-02-06 23:26:55+00:00,Complete Discussion Post every week,Diversity and Equity
2022-02-06 23:27:14+00:00,Do Laundry,Life
2022-02-07 02:39:51+00:00,Write for Dissertation,EED
2022-02-07 02:42:54+00:00,Track Writing Time,EED
2022-02-07 02:42:56+00:00,Select writing goals,EED
2022-02-07 02:43:09+00:00,Make Slides for Class,Teaching
2022-02-07 02:43:11+00:00,Make Slides for Class,Teaching
2022-02-07 15:22:58+00:00,Schedule Patreon Post,The Renegade Coder
2022-02-07 15:24:37+00:00,Schedule Patreon Post,The Renegade Coder
2022-02-07 16:49:53+00:00,Schedule Patreon Post,The Renegade Coder
2022-02-07 16:56:35+00:00,Schedule Patreon Post,The Renegade Coder
2022-02-08 04:03:49+00:00,Exercise,Life
2022-02-08 04:03:52+00:00,Do Duolingo,Life
2022-02-08 04:03:54+00:00,Make bed,Life
2022-02-08 04:03:55+00:00,Do Dishes,Life
2022-02-08 04:03:57+00:00,Write for Dissertation,EED
2022-02-08 23:09:03+00:00,Do Duolingo,Life
2022-02-08 23:09:12+00:00,Read Hikido & Murray (2016) Whitened Rainbows,Diversity and Equity
2022-02-08 23:09:13+00:00,Read Boatright-Horowitz et al. (2012) Teaching Antiracism,Diversity and Equity
2022-02-08 23:09:14+00:00,Read Lewis (2018) But I’m not a Racist!,Diversity and Equity
2022-02-09 00:55:25+00:00,Write for Dissertation,EED
2022-02-09 00:55:32+00:00,Exercise,Life
2022-02-09 00:57:14+00:00,Make bed,Life
2022-02-09 01:02:08+00:00,Do Duolingo,Life
2022-02-10 15:33:56+00:00,Exercise,Life
2022-02-10 15:34:05+00:00,Do Laundry,Life
2022-02-10 15:34:10+00:00,Schedule Article,The Renegade Coder
2022-02-10 19:00:53+00:00,Make bed,Life
2022-02-10 19:06:47+00:00,Quiz 1,Ethnography
2022-02-10 19:19:24+00:00,Schedule Dentist,Life
2022-02-10 19:39:40+00:00,Do Duolingo,Life
2022-02-11 18:53:03+00:00,Clean Litter Box,Life
2022-02-11 18:53:07+00:00,Make bed,Life
2022-02-13 21:15:50+00:00,Vacuum,Life
2022-02-13 21:15:51+00:00,Take Out Trash,Life
2022-02-13 21:15:52+00:00,Do Dishes,Life
2022-02-13 21:15:55+00:00,Do Laundry,Life
2022-02-13 21:15:56+00:00,Clean Litter Box,Life
2022-02-13 21:16:01+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-02-13 21:22:24+00:00,Do Duolingo,Life
2022-02-13 23:04:32+00:00,Complete Discussion Post every week,Diversity and Equity
2022-02-14 15:02:46+00:00,Schedule Article,The Renegade Coder
2022-02-14 20:23:02+00:00,Make Slides for Class,Teaching
2022-02-14 20:23:17+00:00,Make bed,Life
2022-02-14 21:22:17+00:00,Write for Dissertation,EED
2022-02-15 01:08:07+00:00,Do Duolingo,Life
2022-02-15 01:14:18+00:00,Select writing goals,EED
2022-02-15 01:14:19+00:00,Track Writing Time,EED
2022-02-16 19:06:42+00:00,Exercise,Life
2022-02-17 23:17:47+00:00,Exercise,Life
2022-02-17 23:17:53+00:00,Complete Minor Assignment 6,Ethnography
2022-02-17 23:17:56+00:00,Make Slides for Class,Teaching
2022-02-18 20:58:54+00:00,Do Dishes,Life
2022-02-18 20:59:06+00:00,Do Laundry,Life
2022-02-18 20:59:06+00:00,Clean Litter Box,Life
2022-02-19 16:07:47+00:00,Do Duolingo,Life
2022-02-19 16:07:48+00:00,Make bed,Life
2022-02-19 17:31:04+00:00,Take Out Trash,Life
2022-02-19 17:31:07+00:00,Vacuum,Life
2022-02-19 17:31:09+00:00,Wish Dad a Happy Birthday!,Life
2022-02-19 17:31:12+00:00,Do Laundry,Life
2022-02-19 17:31:13+00:00,Clean Litter Box,Life
2022-02-19 17:31:15+00:00,Do Dishes,Life
2022-02-19 19:28:34+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-02-19 19:30:48+00:00,Grade Vivian Stuff,Inbox
2022-02-20 15:38:13+00:00,Complete Discussion Post every week,Diversity and Equity
2022-02-20 16:19:06+00:00,Review Discussion Posts,Diversity and Equity
2022-02-20 20:30:29+00:00,Make Slides for Class,Teaching
2022-02-21 02:37:17+00:00,Do Duolingo,Life
2022-02-21 17:00:50+00:00,Lab 3,Educational Statistics
2022-02-21 17:00:56+00:00,Schedule Article,The Renegade Coder
2022-02-21 17:04:24+00:00,Make bed,Life
2022-02-21 17:04:32+00:00,Reach out to one person,Teaching
2022-02-22 00:14:24+00:00,Make Slides for Class,Teaching
2022-02-22 14:47:07+00:00,Do Duolingo,Life
2022-02-22 14:47:14+00:00,Do Dishes,Life
2022-02-22 14:47:33+00:00,Schedule Article,The Renegade Coder
2022-02-22 14:56:51+00:00,Make bed,Life
2022-02-22 22:53:09+00:00,Schedule Article,The Renegade Coder
2022-02-23 15:38:01+00:00,Exercise,Life
2022-02-23 15:38:02+00:00,Read FN Chapter 4,Ethnography
2022-02-23 15:51:36+00:00,Read FN Chapter 5,Ethnography
2022-02-23 16:21:29+00:00,Do Duolingo,Life
2022-02-23 18:49:10+00:00,Read FN Chapter 6,Ethnography
2022-02-23 18:49:15+00:00,Read FN chapter 7,Ethnography
2022-02-24 02:45:53+00:00,Complete Minor Assignment 7,Ethnography
2022-02-24 03:07:04+00:00,Do Laundry,Life
2022-02-24 03:07:08+00:00,Take Out Trash,Life
2022-02-27 21:14:37+00:00,Clean Litter Box,Life
2022-02-27 21:14:38+00:00,Make bed,Life
2022-02-27 21:14:40+00:00,Exercise,Life
2022-02-27 21:14:43+00:00,Do Duolingo,Life
2022-02-27 21:14:46+00:00,Do Dishes,Life
2022-02-27 21:14:46+00:00,Vacuum,Life
2022-02-27 21:14:46+00:00,Do Laundry,Life
2022-02-27 21:14:46+00:00,Take Out Trash,Life
2022-02-27 21:14:48+00:00,Complete Discussion Post every week,Diversity and Equity
2022-02-27 21:24:48+00:00,Read ES Chapter 3,Ethnography
2022-02-27 21:24:52+00:00,Read ES Chapters 4 & 5,Ethnography
2022-02-27 21:24:56+00:00,Read Spradley pages 78-91,Ethnography
2022-02-27 21:24:58+00:00,Read Spradley pages 126-131,Ethnography
2022-02-27 21:25:02+00:00,Read Small,Ethnography
2022-02-28 01:50:34+00:00,Make Slides for Class,Teaching
2022-02-28 01:50:37+00:00,Make Slides for Class,Teaching
2022-02-28 15:35:10+00:00,Track Writing Time,EED
2022-02-28 15:35:11+00:00,Select writing goals,EED
2022-02-28 15:35:28+00:00,Make bed,Life
2022-02-28 15:42:06+00:00,Do Duolingo,Life
2022-02-28 15:43:33+00:00,Do Laundry,Life
2022-02-28 15:49:41+00:00,Reach out to one person,Teaching
2022-02-28 15:52:08+00:00,Clean Litter Box,Life
2022-02-28 16:03:31+00:00,Update Newsletter,The Renegade Coder
2022-02-28 16:06:23+00:00,Do Dishes,Life
2022-02-28 16:06:48+00:00,Take Out Trash,Life
2022-02-28 18:26:06+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-02-28 20:01:27+00:00,Write for Dissertation,EED
2022-03-02 18:50:49+00:00,Exercise,Life
2022-03-02 18:50:53+00:00,Write for Dissertation,EED
2022-03-03 14:50:44+00:00,Exercise,Life
2022-03-04 03:05:04+00:00,Make bed,Life
2022-03-04 03:05:07+00:00,Do Dishes,Life
2022-03-04 03:39:52+00:00,Do Duolingo,Life
2022-03-04 19:40:55+00:00,Do Laundry,Life
2022-03-04 19:40:57+00:00,Clean Litter Box,Life
2022-03-04 19:40:59+00:00,Take Out Trash,Life
2022-03-04 19:41:07+00:00,Make bed,Life
2022-03-06 19:46:42+00:00,Vacuum,Life
2022-03-06 19:46:44+00:00,Complete Major Assignment 8,Ethnography
2022-03-06 19:47:08+00:00,Do Laundry,Life
2022-03-06 19:47:10+00:00,Take Out Trash,Life
2022-03-06 22:10:18+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-03-07 00:38:26+00:00,Complete Discussion Post every week,Diversity and Equity
2022-03-07 00:38:37+00:00,Make Slides for Class,Teaching
2022-03-07 00:38:50+00:00,Complete Discussion Post every week,Diversity and Equity
2022-03-07 00:38:54+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-03-07 15:11:40+00:00,Do Dishes,Life
2022-03-07 20:12:50+00:00,Quiz 2,Ethnography
2022-03-07 22:34:51+00:00,Make bed,Life
2022-03-07 22:36:54+00:00,Read Spradley 155-172,Ethnography
2022-03-08 00:20:23+00:00,Do Duolingo,Life
2022-03-08 00:46:11+00:00,Schedule Patreon Post,The Renegade Coder
2022-03-08 00:46:16+00:00,Schedule Patreon Post,The Renegade Coder
2022-03-08 00:46:21+00:00,Schedule Patreon Post,The Renegade Coder
2022-03-12 23:12:04+00:00,Schedule Patreon Post,The Renegade Coder
2022-03-12 23:12:11+00:00,Clean Litter Box,Life
2022-03-12 23:12:12+00:00,Exercise,Life
2022-03-12 23:12:17+00:00,Make bed,Life
2022-03-12 23:12:18+00:00,Do Laundry,Life
2022-03-12 23:12:19+00:00,Take Out Trash,Life
2022-03-12 23:12:21+00:00,Do Dishes,Life
2022-03-12 23:12:23+00:00,Vacuum,Life
2022-03-12 23:12:24+00:00,Make Slides for Class,Teaching
2022-03-12 23:28:16+00:00,Make Slides for Class,Teaching
2022-03-12 23:28:18+00:00,Make Slides for Class,Teaching
2022-03-12 23:28:24+00:00,Make Slides for Class,Teaching
2022-03-12 23:28:31+00:00,Make Slides for Class,Teaching
2022-03-13 16:42:40+00:00,Make Slides for Class,Teaching
2022-03-13 16:42:58+00:00,Make Slides for Class,Teaching
2022-03-14 14:37:15+00:00,Schedule Article,The Renegade Coder
2022-03-14 14:58:02+00:00,Do Duolingo,Life
2022-03-14 15:04:46+00:00,Track Writing Time,EED
2022-03-14 15:05:08+00:00,Select writing goals,EED
2022-03-14 15:36:56+00:00,Make bed,Life
2022-03-14 22:44:19+00:00,Make Slides for Class,Teaching
2022-03-14 23:42:14+00:00,Exercise,Life
2022-03-15 00:30:21+00:00,Make Slides for Class,Teaching
2022-03-15 18:31:17+00:00,Make bed,Life
2022-03-15 18:32:50+00:00,Do Laundry,Life
2022-03-15 18:47:31+00:00,Do Duolingo,Life
2022-03-15 20:57:19+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-03-16 18:26:52+00:00,Make bed,Life
2022-03-17 16:11:12+00:00,Watch/Respond to Student Biographies,Diversity and Equity
2022-03-17 16:28:23+00:00,Do Duolingo,Life
2022-03-17 16:29:23+00:00,Take Out Trash,Life
2022-03-17 16:29:24+00:00,Do Dishes,Life
2022-03-17 16:56:10+00:00,Make Slides for Story Sharing,Inbox
2022-03-17 17:51:15+00:00,Make bed,Life
2022-03-17 19:15:22+00:00,Complete Discussion Post every week,Diversity and Equity
2022-03-17 23:35:01+00:00,Write for Dissertation,EED
2022-03-17 23:35:11+00:00,Make 15 References for Annotated Bibliography,Inbox
2022-03-17 23:35:32+00:00,Go to Office Hours for Ethnography,Inbox
2022-03-17 23:41:58+00:00,Clean Litter Box,Life
2022-03-18 00:51:33+00:00,Fill Cat Water,Life
2022-03-18 00:51:37+00:00,Exercise,Life
2022-03-18 16:11:55+00:00,Read FN chapter 8,Ethnography
2022-03-18 16:40:21+00:00,Write for Dissertation,EED
2022-03-18 16:48:17+00:00,Read FN chapter 10,Ethnography
2022-03-18 16:48:30+00:00,Schedule Article,The Renegade Coder
2022-03-18 16:55:46+00:00,Make bed,Life
2022-03-18 16:56:03+00:00,Clean Litter Box,Life
2022-03-18 16:56:27+00:00,Take Out Trash,Life
2022-03-18 16:58:28+00:00,Do Laundry,Life
2022-03-18 17:06:59+00:00,Vacuum,Life
2022-03-18 17:20:45+00:00,Do Duolingo,Life
2022-03-20 17:07:22+00:00,Haircut,Life
2022-03-20 17:12:23+00:00,Do Duolingo,Life
2022-03-21 14:01:23+00:00,Make bed,Life
2022-03-21 14:29:42+00:00,Upload Exams to SLDS,Teaching
2022-03-21 14:40:18+00:00,Pay Therapy Bill,Life
2022-03-21 14:42:32+00:00,Do Laundry,Life
2022-03-21 14:43:23+00:00,Take Out Trash,Life
2022-03-23 21:51:29+00:00,Exercise,Life
2022-03-23 21:51:34+00:00,Write for Dissertation,EED
2022-03-23 21:51:41+00:00,Make bed,Life
2022-03-25 00:58:55+00:00,Do Dishes,Life
2022-03-25 00:58:58+00:00,Exercise,Life
2022-03-25 00:59:00+00:00,Make bed,Life
2022-03-25 00:59:02+00:00,Complete Minor Assignment 11,Ethnography
2022-03-25 00:59:05+00:00,Do Laundry,Life
2022-03-25 19:38:21+00:00,Make bed,Life
2022-03-25 19:41:36+00:00,Clean Litter Box,Life
2022-03-26 21:57:20+00:00,Take Out Trash,Life
2022-03-26 21:57:21+00:00,Vacuum,Life
2022-03-29 23:19:31+00:00,Do Laundry,Life
2022-03-29 23:19:31+00:00,Take Out Trash,Life
2022-03-29 23:19:31+00:00,Clean Litter Box,Life
2022-03-29 23:19:31+00:00,Do Dishes,Life
2022-03-29 23:19:33+00:00,Exercise,Life
2022-03-29 23:19:33+00:00,Make bed,Life
2022-03-29 23:19:37+00:00,Reach out to one person,Teaching
2022-03-30 00:05:37+00:00,Complete Discussion Post every week,Diversity and Equity
2022-03-30 15:48:58+00:00,Exercise,Life
2022-03-30 15:49:03+00:00,Make bed,Life
2022-03-30 15:49:03+00:00,Do Laundry,Life
2022-03-30 15:49:03+00:00,Take Out Trash,Life
2022-03-30 15:49:04+00:00,Clean Litter Box,Life
2022-03-30 15:49:05+00:00,Do Dishes,Life
2022-03-30 15:49:12+00:00,Do Duolingo,Life
2022-03-30 16:00:04+00:00,Select writing goals,EED
2022-03-30 17:18:12+00:00,Track Writing Time,EED
2022-03-30 23:19:59+00:00,Write Sophia Letter,Teaching
2022-03-31 00:20:40+00:00,Ethnography Assignment,Ethnography
2022-03-31 00:24:10+00:00,Complete Minor Assignment 12,Ethnography
2022-03-31 00:24:11+00:00,Read FN chapter 9,Ethnography
2022-04-01 14:23:23+00:00,Schedule Article,The Renegade Coder
2022-04-02 21:13:47+00:00,Update Newsletter,The Renegade Coder
2022-04-02 21:13:53+00:00,Exercise,Life
2022-04-02 21:14:07+00:00,Vacuum,Life
2022-04-02 21:14:07+00:00,Make bed,Life
2022-04-02 21:14:08+00:00,Do Laundry,Life
2022-04-02 21:14:08+00:00,Take Out Trash,Life
2022-04-02 21:14:16+00:00,Clean Litter Box,Life
2022-04-02 21:14:16+00:00,Do Dishes,Life
2022-04-02 21:15:43+00:00,Read Chapters 1-4 Bernard,Ethnography
2022-04-02 21:15:44+00:00,Read DE Chapters 1 & 2,Ethnography
2022-04-02 21:15:45+00:00,Read Bernard Chapters 5-7,Ethnography
2022-04-02 21:15:46+00:00,Read Bernard Chapters 13-17,Ethnography
2022-04-02 21:15:47+00:00,Read ES chapter 6,Ethnography
2022-04-02 21:15:48+00:00,Read chapter 3 in DE,Ethnography
2022-04-02 21:15:50+00:00,Read chapters 18 & 19 on texts analysis in Bernard,Ethnography
2022-04-02 21:19:03+00:00,Do Duolingo,Life
2022-04-03 19:40:32+00:00,Annotated Bibliography,Diversity and Equity
2022-04-03 20:41:54+00:00,Complete Discussion Post every week,Diversity and Equity
2022-04-03 20:50:18+00:00,Write for Dissertation,EED
2022-04-03 20:50:20+00:00,Track Writing Time,EED
2022-04-03 20:50:21+00:00,Select writing goals,EED
2022-04-03 20:55:56+00:00,Do Duolingo,Life
2022-04-04 15:58:11+00:00,Make bed,Life
2022-04-04 21:54:55+00:00,Schedule Patreon Post,The Renegade Coder
2022-04-04 22:18:46+00:00,Schedule Patreon Post,The Renegade Coder
2022-04-04 22:40:33+00:00,Schedule Patreon Post,The Renegade Coder
2022-04-04 22:40:40+00:00,Schedule Patreon Post,The Renegade Coder
2022-04-04 22:46:13+00:00,Haircut,Life
2022-04-05 23:06:48+00:00,Write for Dissertation,EED
2022-04-05 23:06:51+00:00,Exercise,Life
2022-04-06 23:10:47+00:00,Review Alexia's Paper,EED
2022-04-06 23:11:10+00:00,Put Together Annual Review Documents,EED
2022-04-06 23:11:13+00:00,Write for Dissertation,EED
2022-04-06 23:11:17+00:00,Exercise,Life
2022-04-06 23:11:19+00:00,Do Dishes,Life
2022-04-06 23:50:21+00:00,Do Laundry,Life
2022-04-06 23:51:42+00:00,Take Out Trash,Life
2022-04-06 23:51:44+00:00,Make bed,Life
2022-04-07 00:11:18+00:00,Do Duolingo,Life
2022-04-07 00:20:14+00:00,Complete Minor Assignment 13,Ethnography
2022-04-07 00:20:16+00:00,Read ES chapter 7,Ethnography
2022-04-07 00:20:17+00:00,Read FN chapters 11,Ethnography
2022-04-08 14:00:34+00:00,Schedule Article,The Renegade Coder
2022-04-08 14:26:49+00:00,Exercise,Life
2022-04-08 14:28:44+00:00,Do Duolingo,Life
2022-04-08 14:28:48+00:00,Write for Dissertation,EED
2022-04-08 14:39:56+00:00,Make bed,Life
2022-04-08 14:42:11+00:00,Do Laundry,Life
2022-04-08 18:27:13+00:00,Track Writing Time,EED
2022-04-08 18:51:23+00:00,Clean Litter Box,Life
2022-04-08 19:11:37+00:00,Vacuum,Life
2022-04-08 19:11:40+00:00,Take Out Trash,Life
2022-04-08 19:11:40+00:00,Do Dishes,Life
2022-04-10 15:15:41+00:00,Do Duolingo,Life
2022-04-10 15:17:15+00:00,Do Duolingo,Life
2022-04-10 16:33:24+00:00,Make Slides for Class,Teaching
2022-04-11 21:42:30+00:00,Make bed,Life
2022-04-11 21:42:34+00:00,Do Duolingo,Life
2022-04-13 22:39:08+00:00,Exercise,Life
2022-04-15 02:13:07+00:00,Complete Major Assignment 14,Ethnography
2022-04-15 02:13:08+00:00,Read FN chapter 12,Ethnography
2022-04-15 02:13:09+00:00,Read chapters 4 & 5 in DE,Ethnography
2022-04-15 17:52:36+00:00,Schedule Article,The Renegade Coder
2022-04-16 17:51:54+00:00,Read ES conclusion,Ethnography
2022-04-16 17:51:55+00:00,Read FN chapter 13,Ethnography
2022-04-16 17:51:55+00:00,Read the conclusions to DE,Ethnography
2022-04-16 18:11:53+00:00,Do Duolingo,Life
2022-04-16 18:11:54+00:00,Make bed,Life
2022-04-16 18:11:54+00:00,Exercise,Life
2022-04-16 18:12:08+00:00,Do Laundry,Life
2022-04-16 20:47:13+00:00,Take Out Trash,Life
2022-04-16 20:54:31+00:00,Clean Litter Box,Life
2022-04-16 20:54:35+00:00,Vacuum,Life
2022-04-16 20:54:35+00:00,Do Dishes,Life
2022-04-17 23:09:36+00:00,Do Laundry,Life
2022-04-17 23:09:39+00:00,Do Duolingo,Life
2022-04-17 23:09:42+00:00,Take Out Trash,Life
2022-04-17 23:09:42+00:00,Do Dishes,Life
2022-04-17 23:21:13+00:00,Select writing goals,EED
2022-04-17 23:21:15+00:00,Write for Dissertation,EED
2022-04-17 23:21:18+00:00,Track Writing Time,EED
2022-04-18 22:21:49+00:00,Select writing goals,EED
2022-04-18 22:21:52+00:00,Write for Dissertation,EED
2022-04-20 00:38:21+00:00,Reach out to one person,Teaching
2022-04-20 00:39:54+00:00,Make bed,Life
2022-04-20 01:00:37+00:00,Do Duolingo,Life
2022-04-20 01:00:39+00:00,Exercise,Life
2022-04-20 01:00:43+00:00,Write for Dissertation,EED
2022-04-20 22:33:27+00:00,Quiz 3,Ethnography
2022-04-21 00:01:27+00:00,Literature Reviews,Diversity and Equity
2022-04-21 14:19:05+00:00,Exercise,Life
2022-04-21 14:20:32+00:00,Do Laundry,Life
2022-04-21 14:22:12+00:00,Make bed,Life
2022-04-21 14:22:13+00:00,Do Dishes,Life
2022-04-21 14:22:13+00:00,Write for Dissertation,EED
2022-04-22 13:39:08+00:00,Schedule Article,The Renegade Coder
2022-04-23 03:49:57+00:00,Schedule Article,The Renegade Coder
2022-04-23 03:50:02+00:00,Clean Litter Box,Life
2022-04-23 03:50:04+00:00,Do Duolingo,Life
2022-04-23 03:50:04+00:00,Take Out Trash,Life
2022-04-23 03:50:09+00:00,Make bed,Life
2022-04-24 19:14:05+00:00,Vacuum,Life
2022-04-24 19:14:08+00:00,Take Out Trash,Life
2022-04-24 19:14:08+00:00,Do Laundry,Life
2022-04-24 19:14:09+00:00,Do Dishes,Life
2022-04-24 20:36:26+00:00,Write for Dissertation,EED
2022-04-24 21:00:10+00:00,Plan Activities for Summer,Inbox
2022-04-24 21:21:25+00:00,Do Duolingo,Life
2022-04-27 16:42:33+00:00,Make bed,Life
2022-04-27 16:42:38+00:00,Do Dishes,Life
2022-04-27 16:42:40+00:00,Do Laundry,Life
2022-04-27 16:42:42+00:00,Take Out Trash,Life
2022-04-27 16:42:43+00:00,Reach out to one person,Teaching
2022-04-28 21:43:24+00:00,Schedule Article,The Renegade Coder
2022-04-29 18:58:43+00:00,Make bed,Life
2022-04-29 18:58:46+00:00,Do Laundry,Life
2022-04-29 18:58:48+00:00,Do Dishes,Life
2022-04-30 03:20:54+00:00,Do Duolingo,Life
2022-04-30 03:20:55+00:00,Exercise,Life
2022-05-01 01:20:10+00:00,Update Newsletter,The Renegade Coder
2022-05-01 01:20:15+00:00,Clean Litter Box,Life
2022-05-01 01:20:18+00:00,Take Out Trash,Life
2022-05-03 02:22:42+00:00,Buy Cat Food,Life
2022-05-03 02:22:44+00:00,Do Laundry,Life
2022-05-03 02:22:46+00:00,Take Out Trash,Life
2022-05-03 02:22:49+00:00,Make bed,Life
2022-05-03 02:22:51+00:00,Clean Litter Box,Life
2022-05-03 02:51:59+00:00,Order Prescription,Life
2022-05-03 03:12:56+00:00,Do Duolingo,Life
2022-05-03 03:13:00+00:00,Write for Dissertation,EED
2022-05-03 03:13:10+00:00,Schedule Article,The Renegade Coder
2022-05-03 03:40:27+00:00,Schedule Patreon Post,The Renegade Coder
2022-05-03 03:40:37+00:00,Schedule Patreon Post,The Renegade Coder
2022-05-03 03:48:53+00:00,Schedule Patreon Post,The Renegade Coder
2022-05-03 04:10:03+00:00,Schedule Patreon Post,The Renegade Coder
2022-05-05 01:48:18+00:00,Exercise,Life
2022-05-05 01:48:19+00:00,Vacuum,Life
2022-05-05 01:48:21+00:00,Make bed,Life
2022-05-05 15:57:59+00:00,Write for Dissertation,EED
2022-05-05 20:34:02+00:00,Write for Dissertation,EED
2022-05-05 20:34:11+00:00,Make bed,Life
2022-05-09 18:03:18+00:00,Schedule Article,The Renegade Coder
2022-05-09 19:33:43+00:00,Make bed,Life
2022-05-11 16:17:21+00:00,Track Writing Time,EED
2022-05-11 16:17:23+00:00,Select writing goals,EED
2022-05-11 16:17:34+00:00,Make bed,Life
2022-05-11 18:42:36+00:00,Do Laundry,Life
2022-05-11 18:51:20+00:00,Do Duolingo,Life
2022-05-11 18:51:32+00:00,Haircut,Life
2022-05-11 19:13:42+00:00,Clean Litter Box,Life
2022-05-11 19:53:30+00:00,Do Dishes,Life
2022-05-11 19:53:31+00:00,Exercise,Life
2022-05-11 19:53:35+00:00,Take Out Trash,Life
2022-05-11 19:53:36+00:00,Vacuum,Life
2022-05-12 18:40:13+00:00,Write for Dissertation,EED
2022-05-14 19:58:55+00:00,Make bed,Life
2022-05-18 16:50:54+00:00,Make bed,Life
2022-05-18 16:50:56+00:00,Do Laundry,Life
2022-05-18 16:50:57+00:00,Do Dishes,Life
2022-05-19 00:37:19+00:00,Schedule Article,The Renegade Coder
2022-05-20 03:19:40+00:00,Do Duolingo,Life
2022-05-20 03:19:44+00:00,Make bed,Life
